maker,genmodel,genmodel_ID,import_year,import_month,import_region,color,model_year,body_type,runned_miles,engine_size,gearbox_type,fuel_type,listed_price,seat_num,door_num,reg_city,title,sale_year,sale_month,sale_status,import_to_sale_months,electric_type,country_of_origin,date_of_import,date_of_sale
Kia,Rio,43_9,2021,4,Korea,Red,2019,Hatchback,18889,1.4,Manual,Petrol,11200,5,5,Sana'a,clean,2022.0,2.0,sold,10.0,not_fully_electric,Korean,"April, 2021","February, 2022"
Kia,Soul,43_12,2019,3,Korea,Grey,2015,Hatchback,23436,1.6,Manual,Diesel,11200,5,5,Aden,clean,2020.0,3.0,sold,12.0,not_fully_electric,Korean,"March, 2019","March, 2020"
Kia,Soul,43_12,2019,8,Korea,White,2014,Hatchback,37702,1.6,Manual,Diesel,10600,5,5,Sana'a,clean,2020.0,4.0,sold,8.0,not_fully_electric,Korean,"August, 2019","April, 2020"
Kia,Soul,43_12,2019,7,Korea,Black,2015,Hatchback,29690,1.6,Manual,Diesel,11200,5,5,Aden,clean,2020.0,1.0,sold,6.0,not_fully_electric,Korean,"July, 2019","January, 2020"
Lexus,LS 460,48_15,2019,5,USA,Grey,2009,Saloon,93410,4.6,Automatic,Petrol,9400,5,4,Hadhramout,body_damage,2020.0,7.0,sold,14.0,not_fully_electric,Japanese,"May, 2019","July, 2020"
Nissan,Juke,64_14,2019,6,USA,Grey,2016,SUV,16006,1.5,Manual,Diesel,11200,5,5,Hadhramout,clean,2020.0,8.0,sold,14.0,not_fully_electric,Japanese,"June, 2019","August, 2020"
Nissan,Juke,64_14,2019,6,USA,White,2015,SUV,24422,1.2,Manual,Petrol,11200,5,5,Hudaydah,clean,2020.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2019","June, 2020"
Suzuki,Vitara,87_13,2019,5,USA,Black,2015,SUV,26650,1.6,Manual,Petrol,10300,5,5,Hadhramout,frame_damage,,,unsold,,not_fully_electric,Japanese,"May, 2019",
Suzuki,Vitara,87_13,2019,5,USA,Red,2015,SUV,43814,1.6,Manual,Diesel,10600,5,5,Sana'a,body_damage,2020.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2019","April, 2020"
Suzuki,Vitara,87_13,2019,8,USA,Grey,2015,SUV,41000,1.6,Manual,Diesel,10600,5,5,Aden,body_damage,2020.0,7.0,sold,11.0,not_fully_electric,Japanese,"August, 2019","July, 2020"
Toyota,Yaris,92_44,2019,4,USA,Grey,2016,Hatchback,13650,1.3,Manual,Petrol,11200,5,5,Sana'a,clean,2020.0,8.0,sold,16.0,not_fully_electric,Japanese,"April, 2019","August, 2020"
Toyota,Yaris,92_44,2017,4,USA,White,2015,Hatchback,16245,1.5,Automatic,Hybrid  Petrol/Electric,11200,5,5,Hudaydah,body_damage,2018.0,7.0,sold,15.0,not_fully_electric,Japanese,"April, 2017","July, 2018"
Toyota,RAV4,92_34,2017,3,USA,Beige,2011,SUV,52141,2.2,Automatic,Diesel,10000,5,5,Sana'a,body_damage,2018.0,6.0,sold,15.0,not_fully_electric,Japanese,"March, 2017","June, 2018"
Toyota,RAV4,92_34,2017,4,USA,Blue,2012,SUV,62203,2.2,Automatic,Diesel,10000,5,5,Sana'a,body_damage,2018.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2017","June, 2018"
Toyota,RAV4,92_34,2017,3,USA,White,2013,SUV,61000,2.0,Manual,Diesel,10000,5,5,Aden,clean,2018.0,10.0,sold,19.0,not_fully_electric,Japanese,"March, 2017","October, 2018"
Toyota,Yaris,92_44,2017,2,USA,Silver,2014,Hatchback,31268,1.5,Automatic,Hybrid  Petrol/Electric,10600,5,5,Aden,clean,2018.0,3.0,sold,13.0,not_fully_electric,Japanese,"February, 2017","March, 2018"
Toyota,Yaris,92_44,2017,5,USA,Blue,2014,Hatchback,32715,1.5,Automatic,Hybrid  Petrol/Electric,10600,5,5,Hudaydah,clean,2018.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2017","April, 2018"
Toyota,Yaris,92_44,2017,6,USA,Turquoise,2013,Hatchback,12600,1.5,Automatic,Hybrid  Petrol/Electric,11200,5,5,Sana'a,clean,2018.0,10.0,sold,16.0,not_fully_electric,Japanese,"June, 2017","October, 2018"
Toyota,RAV4,92_34,2017,5,USA,Grey,2013,SUV,82057,2.2,Manual,Diesel,9400,5,5,Aden,body_damage,2018.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2017","May, 2018"
Toyota,RAV4,92_34,2017,5,USA,Grey,2011,SUV,44756,2.2,Automatic,Diesel,10600,5,5,Hudaydah,body_damage,2018.0,3.0,sold,10.0,not_fully_electric,Japanese,"May, 2017","March, 2018"
Toyota,Yaris,92_44,2017,3,USA,White,2015,Hatchback,28450,1.5,Automatic,Hybrid  Petrol/Electric,11200,5,5,Hudaydah,body_damage,2018.0,12.0,sold,21.0,not_fully_electric,Japanese,"March, 2017","December, 2018"
Toyota,Yaris,92_44,2017,3,USA,Red,2014,Hatchback,37009,1.5,Automatic,Hybrid  Petrol/Electric,10600,5,5,Sana'a,clean,2018.0,12.0,sold,21.0,not_fully_electric,Japanese,"March, 2017","December, 2018"
Kia,Rio,43_9,2017,3,Korea,Red,2017,Hatchback,13833,1.2,Manual,Petrol,10400,5,5,Hudaydah,frame_damage,,,unsold,,not_fully_electric,Korean,"March, 2017",
Kia,Rio,43_9,2021,6,Korea,Blue,2019,Hatchback,15000,1.2,Manual,Petrol,9800,5,5,Aden,flood-damaged ,,,unsold,,not_fully_electric,Korean,"June, 2021",
Kia,Soul,43_12,2017,4,Korea,Blue,2014,Hatchback,29340,1.6,Manual,Petrol,11300,5,5,Hudaydah,clean,2018.0,2.0,sold,10.0,not_fully_electric,Korean,"April, 2017","February, 2018"
Kia,Soul,43_12,2017,3,Korea,White,2016,Hatchback,11556,1.6,Manual,Petrol,11300,5,5,Sana'a,body_damage,2018.0,5.0,sold,14.0,not_fully_electric,Korean,"March, 2017","May, 2018"
Kia,Soul,43_12,2017,7,Korea,Yellow,2014,Hatchback,21759,1.6,Manual,Diesel,11300,5,5,Sana'a,body_damage,2018.0,1.0,sold,6.0,not_fully_electric,Korean,"July, 2017","January, 2018"
Kia,Rio,43_9,2021,4,Korea,Grey,2019,Hatchback,17000,1.0,Manual,Petrol,11300,5,5,Hadhramout,body_damage,2022.0,11.0,sold,19.0,not_fully_electric,Korean,"April, 2021","November, 2022"
Kia,Soul,43_12,2017,4,Korea,Red,2016,Hatchback,23000,1.6,Manual,Petrol,11300,5,5,Sana'a,clean,2018.0,9.0,sold,17.0,not_fully_electric,Korean,"April, 2017","September, 2018"
Mercedes-Benz,C Class,59_12,2017,5,USA,Silver,2011,Saloon,49914,2.1,Automatic,Diesel,10700,5,4,Hudaydah,clean,,,unsold,,not_fully_electric,European,"May, 2017",
Nissan,Leaf,64_16,2017,4,USA,Black,2014,Hatchback,22667,0.0,Automatic,Electric,11300,5,5,Sana'a,clean,2018.0,3.0,sold,11.0,fully_electric,Japanese,"April, 2017","March, 2018"
Nissan,Leaf,64_16,2017,6,USA,White,2015,Hatchback,32000,0.0,Automatic,Electric,10700,5,5,Hudaydah,clean,2018.0,2.0,sold,8.0,fully_electric,Japanese,"June, 2017","February, 2018"
Nissan,Pathfinder,64_24,2017,4,USA,Beige,2009,MPV,56145,2.5,Manual,Diesel,10100,7,5,Hudaydah,body_damage,2018.0,10.0,sold,18.0,not_fully_electric,Japanese,"April, 2017","October, 2018"
Nissan,Juke,64_14,2017,8,USA,Blue,2017,SUV,3050,1.5,Manual,Diesel,11900,5,5,Hudaydah,clean,2018.0,6.0,sold,10.0,not_fully_electric,Japanese,"August, 2017","June, 2018"
Suzuki,Vitara,87_13,2017,4,USA,White,2015,SUV,33182,1.6,Manual,Diesel,10700,5,5,Hadhramout,body_damage,2018.0,9.0,sold,17.0,not_fully_electric,Japanese,"April, 2017","September, 2018"
Suzuki,Vitara,87_13,2017,8,USA,White,2016,SUV,33920,1.6,Manual,Petrol,10700,5,5,Hadhramout,body_damage,2018.0,6.0,sold,10.0,not_fully_electric,Japanese,"August, 2017","June, 2018"
Toyota,Yaris,92_44,2017,4,USA,White,2013,Hatchback,28516,1.5,Automatic,Hybrid  Petrol/Electric,11300,5,5,Aden,clean,2018.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2017","June, 2018"
Toyota,Yaris,92_44,2017,6,USA,Blue,2015,Hatchback,31767,1.5,Automatic,Hybrid  Petrol/Electric,10700,5,5,Hudaydah,clean,2018.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2017","June, 2018"
Toyota,RAV4,92_34,2017,4,USA,Black,2013,SUV,82000,2.2,Manual,Diesel,9500,5,5,Hadhramout,clean,2018.0,2.0,sold,10.0,not_fully_electric,Japanese,"April, 2017","February, 2018"
Toyota,Yaris,92_44,2017,4,USA,White,2013,Hatchback,28800,1.5,Automatic,Hybrid  Petrol/Electric,11300,5,5,Hudaydah,body_damage,2018.0,1.0,sold,9.0,not_fully_electric,Japanese,"April, 2017","January, 2018"
Toyota,AYGO,92_6,2017,6,USA,Grey,2017,Hatchback,2691,1.0,Automatic,Petrol,11900,4,5,Sana'a,body_damage,2018.0,8.0,sold,14.0,not_fully_electric,Japanese,"June, 2017","August, 2018"
Toyota,Yaris,92_44,2017,3,USA,Blue,2016,Hatchback,20924,1.3,Manual,Petrol,11300,5,5,Hudaydah,clean,2018.0,10.0,sold,19.0,not_fully_electric,Japanese,"March, 2017","October, 2018"
Toyota,Yaris,92_44,2017,4,USA,Red,2016,Hatchback,6561,1.3,Manual,Petrol,11900,5,5,Hudaydah,clean,2018.0,8.0,sold,16.0,not_fully_electric,Japanese,"April, 2017","August, 2018"
Toyota,RAV4,92_34,2017,5,USA,Grey,2013,SUV,76825,2.2,Manual,Diesel,9500,5,5,Aden,clean,2018.0,10.0,sold,17.0,not_fully_electric,Japanese,"May, 2017","October, 2018"
Volvo,V50,96_9,2017,5,USA,Blue,2011,Estate,24909,2.0,Manual,Diesel,11300,5,5,Sana'a,clean,2020.0,12.0,sold,43.0,not_fully_electric,European,"May, 2017","December, 2020"
Kia,Soul,43_12,2017,4,Korea,Silver,2015,Hatchback,12461,1.6,Manual,Diesel,11400,5,5,Hadhramout,clean,2018.0,4.0,sold,12.0,not_fully_electric,Korean,"April, 2017","April, 2018"
Kia,Soul,43_12,2017,4,Korea,Green,2015,Hatchback,20859,1.6,Manual,Diesel,11400,5,5,Hadhramout,clean,2018.0,6.0,sold,14.0,not_fully_electric,Korean,"April, 2017","June, 2018"
Kia,Rio,43_9,2021,4,Korea,Blue,2019,Hatchback,16948,1.0,Manual,Petrol,11400,5,5,Aden,clean,2022.0,9.0,sold,17.0,not_fully_electric,Korean,"April, 2021","September, 2022"
Kia,Rio,43_9,2017,7,Korea,Black,2017,Hatchback,20948,1.2,Manual,Petrol,11400,5,5,Sana'a,clean,2018.0,6.0,sold,11.0,not_fully_electric,Korean,"July, 2017","June, 2018"
Kia,Soul,43_12,2017,3,Korea,Red,2016,Hatchback,20602,1.6,Manual,Petrol,11400,5,5,Hudaydah,body_damage,2018.0,3.0,sold,12.0,not_fully_electric,Korean,"March, 2017","March, 2018"
Kia,Soul,43_12,2017,8,Korea,Green,2015,Hatchback,19228,1.6,Manual,Diesel,11400,5,5,Hadhramout,body_damage,2018.0,2.0,sold,6.0,not_fully_electric,Korean,"August, 2017","February, 2018"
Kia,Rio,43_9,2017,8,Korea,White,2017,Hatchback,11491,1.2,Manual,Petrol,11400,5,5,Hadhramout,body_damage,2018.0,1.0,sold,5.0,not_fully_electric,Korean,"August, 2017","January, 2018"
Kia,Rio,43_9,2017,6,Korea,Blue,2017,Hatchback,10342,1.4,Manual,Diesel,11400,5,5,Aden,clean,2018.0,5.0,sold,11.0,not_fully_electric,Korean,"June, 2017","May, 2018"
Kia,Rio,43_9,2021,5,Korea,Blue,2019,Hatchback,16636,1.2,Manual,Petrol,11400,5,5,Aden,body_damage,2022.0,1.0,sold,8.0,not_fully_electric,Korean,"May, 2021","January, 2022"
Kia,Soul,43_12,2017,12,Korea,Green,2015,Hatchback,15023,1.6,Manual,Diesel,11400,5,5,Aden,body_damage,2018.0,4.0,sold,4.0,not_fully_electric,Korean,"December, 2017","April, 2018"
Kia,Soul,43_12,2017,5,Korea,White,2016,Hatchback,12000,1.6,Manual,Petrol,11400,5,5,Hudaydah,body_damage,2018.0,2.0,sold,9.0,not_fully_electric,Korean,"May, 2017","February, 2018"
Kia,Soul,43_12,2017,4,Korea,Grey,2016,Hatchback,14715,1.6,Manual,Diesel,11400,5,5,Aden,clean,2018.0,10.0,sold,18.0,not_fully_electric,Korean,"April, 2017","October, 2018"
Nissan,Juke,64_14,2017,7,USA,White,2016,SUV,16046,1.2,Manual,Petrol,11400,5,5,Hudaydah,body_damage,2018.0,10.0,sold,15.0,not_fully_electric,Japanese,"July, 2017","October, 2018"
Nissan,Juke,64_14,2017,8,USA,Silver,2017,SUV,24131,1.2,Manual,Petrol,11400,5,5,Hudaydah,body_damage,2018.0,11.0,sold,15.0,not_fully_electric,Japanese,"August, 2017","November, 2018"
Nissan,Juke,64_14,2017,7,USA,Yellow,2015,SUV,15245,1.2,Manual,Petrol,11400,5,5,Sana'a,body_damage,2018.0,4.0,sold,9.0,not_fully_electric,Japanese,"July, 2017","April, 2018"
Suzuki,Vitara,87_13,2017,4,USA,White,2016,SUV,24808,1.6,Manual,Petrol,10500,5,5,Hadhramout,frame_damage,,,unsold,,not_fully_electric,Japanese,"April, 2017",
Suzuki,Vitara,87_13,2017,7,USA,Silver,2015,SUV,23278,1.6,Manual,Petrol,11400,5,5,Aden,clean,2018.0,10.0,sold,15.0,not_fully_electric,Japanese,"July, 2017","October, 2018"
Suzuki,Vitara,87_13,2017,4,USA,Black,2015,SUV,21009,1.6,Manual,Petrol,11400,5,5,Aden,body_damage,2018.0,12.0,sold,20.0,not_fully_electric,Japanese,"April, 2017","December, 2018"
Suzuki,Vitara,87_13,2017,7,USA,Black,2016,SUV,18831,1.6,Manual,Petrol,11400,5,5,Sana'a,body_damage,2018.0,6.0,sold,11.0,not_fully_electric,Japanese,"July, 2017","June, 2018"
Suzuki,Vitara,87_13,2017,7,USA,Turquoise,2015,SUV,36071,1.6,Manual,Petrol,10800,5,5,Sana'a,clean,2018.0,7.0,sold,12.0,not_fully_electric,Japanese,"July, 2017","July, 2018"
Suzuki,Grand Vitara,87_4,2017,4,USA,White,2012,SUV,19000,2.4,Automatic,Petrol,11400,5,3,Hudaydah,body_damage,2018.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2017","June, 2018"
Suzuki,Vitara,87_13,2017,5,USA,Silver,2016,SUV,27290,1.6,Manual,Petrol,11400,5,5,Sana'a,clean,2018.0,12.0,sold,19.0,not_fully_electric,Japanese,"May, 2017","December, 2018"
Toyota,Yaris,92_44,2017,4,USA,Bronze,2015,Hatchback,35900,1.5,Automatic,Hybrid  Petrol/Electric,10800,5,5,Hudaydah,body_damage,2018.0,7.0,sold,15.0,not_fully_electric,Japanese,"April, 2017","July, 2018"
Toyota,RAV4,92_34,2017,5,USA,Blue,2010,SUV,54000,2.0,Automatic,Petrol,10200,5,5,Sana'a,body_damage,2018.0,9.0,sold,16.0,not_fully_electric,Japanese,"May, 2017","September, 2018"
Toyota,Yaris,92_44,2017,5,USA,Black,2015,Hatchback,17240,1.5,Automatic,Hybrid  Petrol/Electric,11400,5,5,Aden,body_damage,2018.0,12.0,sold,19.0,not_fully_electric,Japanese,"May, 2017","December, 2018"
Toyota,Yaris,92_44,2017,2,USA,Orange,2016,Hatchback,18650,1.3,Manual,Petrol,11400,5,5,Aden,clean,2018.0,9.0,sold,19.0,not_fully_electric,Japanese,"February, 2017","September, 2018"
Toyota,RAV4,92_34,2017,5,USA,White,2012,SUV,55000,2.2,Manual,Diesel,10200,5,5,Hudaydah,clean,2018.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2017","May, 2018"
Toyota,Yaris,92_44,2017,5,USA,Black,2017,Hatchback,14222,1.3,Manual,Petrol,11400,5,5,Aden,clean,2018.0,11.0,sold,18.0,not_fully_electric,Japanese,"May, 2017","November, 2018"
Toyota,Yaris,92_44,2017,5,USA,White,2015,Hatchback,24449,1.5,Automatic,Hybrid  Petrol/Electric,11400,5,5,Sana'a,body_damage,2018.0,10.0,sold,17.0,not_fully_electric,Japanese,"May, 2017","October, 2018"
Toyota,Yaris,92_44,2017,5,USA,Silver,2012,Hatchback,21555,1.5,Automatic,Hybrid  Petrol/Electric,11400,5,5,Aden,clean,2018.0,7.0,sold,14.0,not_fully_electric,Japanese,"May, 2017","July, 2018"
Toyota,Yaris,92_44,2017,4,USA,Grey,2017,Hatchback,11932,1.3,Manual,Petrol,11400,5,5,Hudaydah,body_damage,2018.0,3.0,sold,11.0,not_fully_electric,Japanese,"April, 2017","March, 2018"
Toyota,Yaris,92_44,2017,5,USA,White,2017,Hatchback,25785,1.3,Manual,Petrol,11400,5,5,Hadhramout,body_damage,2018.0,9.0,sold,16.0,not_fully_electric,Japanese,"May, 2017","September, 2018"
Toyota,RAV4,92_34,2017,4,USA,White,2012,SUV,51247,2.2,Manual,Diesel,10200,5,5,Sana'a,clean,2018.0,2.0,sold,10.0,not_fully_electric,Japanese,"April, 2017","February, 2018"
Toyota,RAV4,92_34,2017,5,USA,Red,2013,SUV,78000,2.2,Manual,Diesel,9600,5,5,Sana'a,body_damage,2018.0,6.0,sold,13.0,not_fully_electric,Japanese,"May, 2017","June, 2018"
Kia,Rio,43_9,2021,4,Korea,Black,2019,Hatchback,5803,1.2,Manual,Petrol,12100,5,5,Aden,body_damage,2022.0,4.0,sold,12.0,not_fully_electric,Korean,"April, 2021","April, 2022"
Kia,Soul,43_12,2017,8,Korea,Silver,2016,Hatchback,19736,1.6,Automatic,Diesel,11500,5,5,Hudaydah,body_damage,2018.0,3.0,sold,7.0,not_fully_electric,Korean,"August, 2017","March, 2018"
Kia,Soul,43_12,2017,7,Korea,Red,2015,Hatchback,6647,1.6,Manual,Diesel,12100,5,5,Hudaydah,body_damage,2018.0,6.0,sold,11.0,not_fully_electric,Korean,"July, 2017","June, 2018"
Kia,Rio,43_9,2017,8,Korea,White,2017,Hatchback,8204,1.2,Manual,Petrol,12100,5,5,Hadhramout,clean,2018.0,9.0,sold,13.0,not_fully_electric,Korean,"August, 2017","September, 2018"
Kia,Rio,43_9,2021,6,Korea,White,2019,Hatchback,8021,1.2,Manual,Petrol,12100,5,5,Hudaydah,body_damage,2022.0,9.0,sold,15.0,not_fully_electric,Korean,"June, 2021","September, 2022"
Kia,Soul,43_12,2017,4,Korea,Yellow,2015,Hatchback,40193,1.6,Manual,Diesel,10900,5,5,Sana'a,clean,2018.0,9.0,sold,17.0,not_fully_electric,Korean,"April, 2017","September, 2018"
Kia,Rio,43_9,2017,7,Korea,Red,2017,Hatchback,7864,1.2,Manual,Petrol,12100,5,5,Sana'a,body_damage,2018.0,10.0,sold,15.0,not_fully_electric,Korean,"July, 2017","October, 2018"
Kia,Soul,43_12,2017,8,Korea,Black,2015,Hatchback,21598,1.6,Manual,Diesel,11500,5,5,Aden,body_damage,2018.0,8.0,sold,12.0,not_fully_electric,Korean,"August, 2017","August, 2018"
Kia,Rio,43_9,2017,7,Korea,Red,2017,Hatchback,9460,1.4,Manual,Diesel,12100,5,5,Hadhramout,body_damage,2018.0,9.0,sold,14.0,not_fully_electric,Korean,"July, 2017","September, 2018"
Kia,Rio,43_9,2017,6,Korea,Red,2017,Hatchback,9614,1.4,Manual,Diesel,12100,5,5,Hudaydah,body_damage,2018.0,7.0,sold,13.0,not_fully_electric,Korean,"June, 2017","July, 2018"
Kia,Rio,43_9,2017,8,Korea,Blue,2016,Hatchback,4000,1.4,Manual,Petrol,12100,5,5,Sana'a,body_damage,2018.0,3.0,sold,7.0,not_fully_electric,Korean,"August, 2017","March, 2018"
Kia,Soul,43_12,2017,5,Korea,White,2016,Hatchback,13899,1.6,Manual,Petrol,11500,5,5,Aden,body_damage,2018.0,4.0,sold,11.0,not_fully_electric,Korean,"May, 2017","April, 2018"
Kia,Soul,43_12,2017,8,Korea,Yellow,2015,Hatchback,39742,1.6,Manual,Diesel,10900,5,5,Hudaydah,clean,2018.0,2.0,sold,6.0,not_fully_electric,Korean,"August, 2017","February, 2018"
Kia,Rio,43_9,2021,5,Korea,Blue,2019,Hatchback,14200,1.2,Manual,Petrol,11500,5,5,Sana'a,body_damage,2022.0,4.0,sold,11.0,not_fully_electric,Korean,"May, 2021","April, 2022"
Kia,Rio,43_9,2017,5,Korea,Blue,2016,Hatchback,4136,1.4,Automatic,Petrol,12100,5,5,Sana'a,clean,2018.0,7.0,sold,14.0,not_fully_electric,Korean,"May, 2017","July, 2018"
Kia,Soul,43_12,2017,3,Korea,White,2016,Hatchback,14875,1.6,Manual,Petrol,11500,5,5,Hudaydah,body_damage,2018.0,7.0,sold,16.0,not_fully_electric,Korean,"March, 2017","July, 2018"
Kia,Soul,43_12,2017,5,Korea,Silver,2015,Hatchback,23000,1.6,Manual,Petrol,11500,5,5,Aden,body_damage,2018.0,9.0,sold,16.0,not_fully_electric,Korean,"May, 2017","September, 2018"
Kia,Rio,43_9,2017,8,Korea,Grey,2015,Hatchback,6486,1.4,Manual,Petrol,12100,5,5,Hudaydah,body_damage,2018.0,4.0,sold,8.0,not_fully_electric,Korean,"August, 2017","April, 2018"
Kia,Rio,43_9,2017,5,Korea,Red,2017,Hatchback,7641,1.2,Manual,Petrol,12100,5,5,Aden,clean,2018.0,3.0,sold,10.0,not_fully_electric,Korean,"May, 2017","March, 2018"
Mercedes-Benz,C Class,59_12,2017,4,USA,Black,2014,Saloon,63655,2.1,Automatic,Diesel,10300,5,4,Hudaydah,body_damage,2019.0,4.0,sold,24.0,not_fully_electric,European,"April, 2017","April, 2019"
Nissan,Juke,64_14,2017,8,USA,Grey,2016,SUV,20406,1.2,Manual,Petrol,9900,5,5,Aden,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"August, 2017",
Nissan,Juke,64_14,2017,6,USA,Blue,2016,SUV,10421,1.5,Manual,Diesel,11500,5,5,Sana'a,body_damage,2018.0,7.0,sold,13.0,not_fully_electric,Japanese,"June, 2017","July, 2018"
Suzuki,Vitara,87_13,2017,4,USA,Black,2015,SUV,11141,1.6,Manual,Petrol,11500,5,5,Hudaydah,clean,2018.0,5.0,sold,13.0,not_fully_electric,Japanese,"April, 2017","May, 2018"
Suzuki,Grand Vitara,87_4,2017,8,USA,Black,2012,SUV,40000,2.4,Automatic,Petrol,10900,5,5,Sana'a,body_damage,2018.0,2.0,sold,6.0,not_fully_electric,Japanese,"August, 2017","February, 2018"
Toyota,RAV4,92_34,2017,5,USA,White,2015,SUV,37000,2.0,Manual,Diesel,9900,5,5,Hadhramout,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"May, 2017",
Toyota,Yaris,92_44,2017,5,USA,Blue,2012,Hatchback,8632,1.5,Automatic,Hybrid  Petrol/Electric,12100,5,5,Aden,body_damage,2018.0,11.0,sold,18.0,not_fully_electric,Japanese,"May, 2017","November, 2018"
Toyota,Yaris,92_44,2017,2,USA,Orange,2016,Hatchback,16998,1.3,Manual,Petrol,11500,5,5,Hudaydah,clean,2018.0,12.0,sold,22.0,not_fully_electric,Japanese,"February, 2017","December, 2018"
Toyota,Yaris,92_44,2017,3,USA,Orange,2016,Hatchback,9773,1.3,Manual,Petrol,12100,5,5,Aden,clean,2018.0,2.0,sold,11.0,not_fully_electric,Japanese,"March, 2017","February, 2018"
Toyota,Yaris,92_44,2017,5,USA,Blue,2014,Hatchback,35779,1.5,Automatic,Hybrid  Petrol/Electric,10900,5,5,Hadhramout,clean,2018.0,11.0,sold,18.0,not_fully_electric,Japanese,"May, 2017","November, 2018"
Toyota,AYGO,92_6,2017,8,USA,Black,2017,Hatchback,3869,1.0,Manual,Petrol,12100,4,5,Hadhramout,clean,2018.0,4.0,sold,8.0,not_fully_electric,Japanese,"August, 2017","April, 2018"
Toyota,RAV4,92_34,2017,4,USA,Red,2011,SUV,32392,2.2,Manual,Diesel,10900,5,5,Hadhramout,clean,2018.0,2.0,sold,10.0,not_fully_electric,Japanese,"April, 2017","February, 2018"
Toyota,Yaris,92_44,2017,3,USA,Bronze,2015,Hatchback,14957,1.5,Automatic,Hybrid  Petrol/Electric,11500,5,5,Hudaydah,body_damage,2018.0,7.0,sold,16.0,not_fully_electric,Japanese,"March, 2017","July, 2018"
Toyota,RAV4,92_34,2017,4,USA,White,2013,SUV,57000,2.0,Manual,Diesel,10300,5,5,Hudaydah,clean,2018.0,3.0,sold,11.0,not_fully_electric,Japanese,"April, 2017","March, 2018"
Toyota,Yaris,92_44,2017,5,USA,Black,2015,Hatchback,29241,1.5,Automatic,Hybrid  Petrol/Electric,11500,5,5,Sana'a,clean,2018.0,9.0,sold,16.0,not_fully_electric,Japanese,"May, 2017","September, 2018"
Toyota,Yaris,92_44,2017,4,USA,White,2015,Hatchback,8869,1.3,Automatic,Petrol,12100,5,5,Sana'a,body_damage,2018.0,5.0,sold,13.0,not_fully_electric,Japanese,"April, 2017","May, 2018"
Toyota,RAV4,92_34,2017,4,USA,Grey,2013,SUV,55105,2.2,Manual,Diesel,10300,5,5,Sana'a,body_damage,2018.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2017","June, 2018"
Toyota,AYGO,92_6,2017,7,USA,Silver,2017,Hatchback,5681,1.0,Automatic,Petrol,12100,4,5,Sana'a,body_damage,2018.0,11.0,sold,16.0,not_fully_electric,Japanese,"July, 2017","November, 2018"
Toyota,RAV4,92_34,2017,5,USA,Black,2012,SUV,35000,2.2,Manual,Diesel,10900,5,5,Hudaydah,clean,2018.0,11.0,sold,18.0,not_fully_electric,Japanese,"May, 2017","November, 2018"
Toyota,Yaris,92_44,2017,4,USA,White,2015,Hatchback,28767,1.5,Automatic,Hybrid  Petrol/Electric,11500,5,5,Sana'a,clean,2018.0,11.0,sold,19.0,not_fully_electric,Japanese,"April, 2017","November, 2018"
Toyota,Yaris,92_44,2017,3,USA,Grey,2017,Hatchback,11243,1.5,Manual,Petrol,11500,5,5,Aden,clean,2018.0,12.0,sold,21.0,not_fully_electric,Japanese,"March, 2017","December, 2018"
Toyota,Yaris,92_44,2017,4,USA,White,2016,Hatchback,62323,1.5,Automatic,Hybrid  Petrol/Electric,10300,5,5,Sana'a,clean,2018.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2017","June, 2018"
Toyota,Yaris,92_44,2017,5,USA,Blue,2017,Hatchback,8323,1.3,Manual,Petrol,12100,5,5,Aden,body_damage,2018.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2017","April, 2018"
Kia,Rio,43_9,2021,5,Korea,Grey,2019,Hatchback,21964,1.4,Automatic,Petrol,10700,5,5,Hadhramout,frame_damage,,,unsold,,not_fully_electric,Korean,"May, 2021",
Kia,Soul,43_12,2017,5,Korea,Silver,2015,Hatchback,6996,1.6,Manual,Diesel,12200,5,5,Sana'a,body_damage,2018.0,12.0,sold,19.0,not_fully_electric,Korean,"May, 2017","December, 2018"
Kia,Rio,43_9,2021,6,Korea,Grey,2019,Hatchback,8000,1.2,Manual,Petrol,12200,5,5,Sana'a,body_damage,2022.0,4.0,sold,10.0,not_fully_electric,Korean,"June, 2021","April, 2022"
Kia,Rio,43_9,2021,5,Korea,Brown,2019,Hatchback,17545,1.0,Manual,Petrol,11600,5,5,Hudaydah,clean,2022.0,5.0,sold,12.0,not_fully_electric,Korean,"May, 2021","May, 2022"
Kia,Soul,43_12,2017,6,Korea,Yellow,2015,Hatchback,34173,1.6,Manual,Diesel,11000,5,5,Sana'a,body_damage,2018.0,12.0,sold,18.0,not_fully_electric,Korean,"June, 2017","December, 2018"
